,dw_nominate,govtrack_id,at_large,chamber,congress,date_of_birth,district,first_name,gender,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,office,party,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,votes_with_party_pct,opensecrets,bioguide,ideaology,Finance
280,0.62,412552,False,House,115,1959-07-28,11,Mark,M,False,Meadows,2019-04-08 10:25:08 -0400,,,33.0,2.72,2018,1024 Longworth House Office Building,R,,6,Rep.,NC,,,Representative,0.0,1212.0,96.34,N00033631,M001187,"{'AgFood': '-0.050763157894736836', 'DefenseGlobal': '0.018666666666666665', 'EnergyTransport': '0.03732824427480915', 'Finance': '-0.10340000000000003', 'Health': '-0.07172619047619049', 'LaborEmployment': '0.0215'}","{'Health': 57395, 'Finance, Insurance & Real Estate': 257547, 'Defense & Global Relations': 7950, 'Agriculture, Food, & Consumer Goods': 35155, 'Labor/Employment': 58500, 'Energy & Transportation': 163075}"
281,0.22,412466,False,House,115,1955-10-20,7,Pat,M,False,Meehan,2019-04-08 10:25:08 -0400,,,18.0,2.05,2018,2305 Rayburn House Office Building,R,,8,Rep.,PA,,,Representative,0.0,878.0,89.82,N00031134,M001181,"{'AgFood': '-0.08959999999999999', 'DefenseGlobal': '0.067875', 'EnergyTransport': '0.04078991596638654', 'Finance': '-0.11556390977443609', 'Health': '0.008318181818181834', 'LaborEmployment': '-0.03813333333333333'}","{'Health': 168850, 'Finance, Insurance & Real Estate': 365277, 'Defense & Global Relations': 20250, 'Agriculture, Food, & Consumer Goods': 7000, 'Labor/Employment': 69000, 'Energy & Transportation': 122900}"
282,-0.413,400271,False,House,115,1953-09-25,5,Gregory,M,False,Meeks,2019-04-08 10:25:08 -0400,,W.,70.0,5.78,2018,2234 Rayburn House Office Building,D,,22,Rep.,NY,,,Representative,0.0,1212.0,94.11,N00001171,M001137,"{'AgFood': '-0.07739999999999998', 'DefenseGlobal': '0.06661458333333332', 'EnergyTransport': '0.01327692307692308', 'Finance': '-0.042835714285714296', 'Health': '-0.005999999999999997', 'LaborEmployment': '0.0533'}","{'Health': 22250, 'Finance, Insurance & Real Estate': 637702, 'Defense & Global Relations': 17000, 'Agriculture, Food, & Consumer Goods': 9200, 'Labor/Employment': 55000, 'Energy & Transportation': 57000}"
283,-0.381,412560,False,House,115,1975-10-01,6,Grace,F,False,Meng,2019-04-08 10:25:08 -0400,,,38.0,3.14,2018,1317 Longworth House Office Building,D,,6,Rep.,NY,,,Representative,2.0,1212.0,94.78,N00034547,M001188,"{'AgFood': '-0.1302142857142857', 'DefenseGlobal': '0.04283809523809523', 'EnergyTransport': '0.028031645569620234', 'Finance': '-0.026429629629629595', 'Health': '0.04237313432835823', 'LaborEmployment': '0.07422222222222223'}","{'Health': 94950, 'Finance, Insurance & Real Estate': 255020, 'Defense & Global Relations': 14310, 'Agriculture, Food, & Consumer Goods': 51857, 'Labor/Employment': 106255, 'Energy & Transportation': 40510}"
284,0.563,412540,False,House,115,1969-02-27,6,Luke,M,False,Messer,2019-04-08 10:25:08 -0400,Policy Committee Chair,,119.0,9.82,2018,1230 Longworth House Office Building,R,,6,Rep.,IN,,,Representative,0.0,1212.0,97.06,N00012546,M001189,"{'AgFood': '0.044166666666666674', 'DefenseGlobal': '0.04297115384615383', 'EnergyTransport': '0.0612941176470588', 'Finance': '-0.11381617647058827', 'Health': '-0.05150632911392405', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 134800, 'Finance, Insurance & Real Estate': 837460, 'Defense & Global Relations': 12000, 'Agriculture, Food, & Consumer Goods': 110100, 'Labor/Employment': 0, 'Energy & Transportation': 150050}"
285,0.429,412710,False,House,115,1961-05-08,10,Paul,M,False,Mitchell,2019-04-08 10:25:08 -0400,,,9.0,0.74,2018,211 Cannon House Office Building,R,,2,Rep.,MI,,,Representative,0.0,1212.0,96.91,N00036274,M001201,"{'AgFood': '-0.020454545454545458', 'DefenseGlobal': '-0.07235185185185185', 'EnergyTransport': '0.018266666666666664', 'Finance': '-0.09114285714285714', 'Health': '-0.21571428571428575', 'LaborEmployment': '0.06788888888888889'}","{'Health': 21100, 'Finance, Insurance & Real Estate': 178431, 'Defense & Global Relations': 11500, 'Agriculture, Food, & Consumer Goods': 28800, 'Labor/Employment': 19500, 'Energy & Transportation': 145299}"
286,0.397,412634,False,House,115,1961-05-08,4,John,M,False,Moolenaar,2019-04-08 10:25:08 -0400,,,3.0,0.25,2018,117 Cannon House Office Building,R,,4,Rep.,MI,,,Representative,0.0,1212.0,96.35,N00036275,M001194,"{'AgFood': '-0.04966666666666667', 'DefenseGlobal': '-0.006421052631578947', 'EnergyTransport': '0.05104597701149423', 'Finance': '-0.06176859504132231', 'Health': '-0.04807812500000002', 'LaborEmployment': '0.0454'}","{'Health': 41750, 'Finance, Insurance & Real Estate': 281335, 'Defense & Global Relations': 35500, 'Agriculture, Food, & Consumer Goods': 106350, 'Labor/Employment': 2000, 'Energy & Transportation': 106986}"
287,0.581,412662,False,House,115,1971-06-05,2,Alex,M,False,Mooney,2019-04-08 10:25:08 -0400,,,17.0,1.4,2018,1232 Longworth House Office Building,R,,4,Rep.,WV,,,Representative,0.0,1212.0,94.03,N00033814,M001195,"{'AgFood': '-0.0032352941176470545', 'DefenseGlobal': '-0.023213483146067415', 'EnergyTransport': '0.10439583333333334', 'Finance': '-0.08846902654867257', 'Health': '-0.07319999999999999', 'LaborEmployment': '0.004428571428571429'}","{'Health': 79613, 'Finance, Insurance & Real Estate': 598362, 'Defense & Global Relations': 4000, 'Agriculture, Food, & Consumer Goods': 32928, 'Labor/Employment': 15110, 'Energy & Transportation': 118450}"
288,-0.53,400661,False,House,115,1951-04-18,4,Gwen,F,False,Moore,2019-04-08 10:25:08 -0400,,,81.0,6.68,2018,2252 Rayburn House Office Building,D,,14,Rep.,WI,,,Representative,1.0,1212.0,93.43,N00026914,M001160,"{'AgFood': '-0.11693103448275859', 'DefenseGlobal': '0.07104081632653059', 'EnergyTransport': '0.02313422818791946', 'Finance': '-0.02461240310077519', 'Health': '0.05329032258064518', 'LaborEmployment': '0.0969'}","{'Health': 34351, 'Finance, Insurance & Real Estate': 575620, 'Defense & Global Relations': 14000, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 143512, 'Energy & Transportation': 26000}"
290,-0.302,412632,False,House,115,1978-10-24,6,Seth,M,False,Moulton,2019-04-08 10:25:08 -0400,,,32.0,2.64,2018,1408 Longworth House Office Building,D,,4,Rep.,MA,,,Representative,1.0,1212.0,93.62,N00035431,M001196,"{'AgFood': '-0.08725', 'DefenseGlobal': '0.0018571428571428563', 'EnergyTransport': '0.030182795698924736', 'Finance': '-0.01791666666666667', 'Health': '-0.010058823529411764', 'LaborEmployment': '0.1204'}","{'Health': 208697, 'Finance, Insurance & Real Estate': 757266, 'Defense & Global Relations': 98890, 'Agriculture, Food, & Consumer Goods': 29625, 'Labor/Employment': 78603, 'Energy & Transportation': 46430}"
291,0.506,412568,False,House,115,1977-07-26,2,Markwayne,M,False,Mullin,2019-04-08 10:25:08 -0400,,,14.0,1.16,2018,1113 Longworth House Office Building,R,,6,Rep.,OK,,,Representative,0.0,1212.0,97.74,N00033410,M001190,"{'AgFood': '0.01584375000000001', 'DefenseGlobal': '0.010723214285714282', 'EnergyTransport': '0.027168000000000005', 'Finance': '-0.08730612244897963', 'Health': '-0.09141666666666667', 'LaborEmployment': '0.0215'}","{'Health': 236363, 'Finance, Insurance & Real Estate': 267350, 'Defense & Global Relations': 19000, 'Agriculture, Food, & Consumer Goods': 91700, 'Labor/Employment': 5250, 'Energy & Transportation': 351900}"
292,0.75,412474,False,House,115,1967-07-21,5,Mick,M,False,Mulvaney,2019-04-08 10:25:08 -0400,,,91.0,93.81,2018,,R,,8,Rep.,SC,,,Representative,0.0,97.0,100.0,N00031412,M001182,"{'AgFood': '0.02789655172413793', 'DefenseGlobal': '0.07735185185185184', 'EnergyTransport': '0.06507446808510638', 'Finance': '-0.11984210526315793', 'Health': '0.011909090909090904', 'LaborEmployment': '-0.016454545454545458'}","{'Health': 0, 'Finance, Insurance & Real Estate': 0, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 0, 'Energy & Transportation': 0}"
293,-0.152,412694,False,House,115,1978-09-16,7,Stephanie,F,False,Murphy,2019-04-08 10:25:08 -0400,,,30.0,2.48,2018,1237 Longworth House Office Building,D,,2,Rep.,FL,,,Representative,0.0,1212.0,86.15,N00040133,M001202,"{'AgFood': '0.12775', 'DefenseGlobal': '-0.07655555555555556', 'EnergyTransport': '-0.013000000000000001', 'Finance': '-0.07327631578947369', 'Health': '-0.12764705882352942', 'LaborEmployment': '0.08'}","{'Health': 218610, 'Finance, Insurance & Real Estate': 855999, 'Defense & Global Relations': 98815, 'Agriculture, Food, & Consumer Goods': 37458, 'Labor/Employment': 167500, 'Energy & Transportation': 58011}"
294,0.258,400285,False,House,115,1952-09-11,18,Tim,M,False,Murphy,2019-04-08 10:25:08 -0400,,,9.0,1.58,2018,2332 Rayburn House Office Building,R,,16,Rep.,PA,,,Representative,0.0,570.0,92.47,N00024992,M001151,"{'AgFood': '0.03737500000000001', 'DefenseGlobal': '0.11060526315789475', 'EnergyTransport': '0.023811320754716987', 'Finance': '-0.09643564356435645', 'Health': '0.04586885245901638', 'LaborEmployment': '0.007999999999999998'}","{'Health': 1000, 'Finance, Insurance & Real Estate': 0, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 5000, 'Energy & Transportation': 1000}"
295,-0.509,400289,False,House,115,1947-06-13,10,Jerrold,M,False,Nadler,2019-04-08 10:25:08 -0400,,,26.0,2.15,2018,2109 Rayburn House Office Building,D,,28,Rep.,NY,,,Representative,1.0,1212.0,93.73,N00000939,N000002,"{'AgFood': '-0.13937037037037037', 'DefenseGlobal': '0.04312037037037037', 'EnergyTransport': '0.028279503105590027', 'Finance': '0.01396694214876033', 'Health': '0.007190476190476211', 'LaborEmployment': '0.0969'}","{'Health': 37956, 'Finance, Insurance & Real Estate': 424001, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 14000, 'Labor/Employment': 193700, 'Energy & Transportation': 54042}"
296,-0.448,400290,False,House,115,1936-12-04,32,Grace,F,False,Napolitano,2019-04-08 10:25:08 -0400,,F.,215.0,17.74,2018,1610 Longworth House Office Building,D,,20,Rep.,CA,,,Representative,1.0,1212.0,93.95,N00006789,N000179,"{'AgFood': '-0.10437037037037035', 'DefenseGlobal': '0.05018627450980392', 'EnergyTransport': '0.039733333333333315', 'Finance': '-0.008606299212598428', 'Health': '0.05443750000000003', 'LaborEmployment': '0.04845454545454546'}","{'Health': 30410, 'Finance, Insurance & Real Estate': 75701, 'Defense & Global Relations': 12500, 'Agriculture, Food, & Consumer Goods': 12250, 'Labor/Employment': 132000, 'Energy & Transportation': 52503}"
297,-0.417,400291,False,House,115,1949-02-14,1,Richard,M,False,Neal,2019-04-08 10:25:08 -0400,,E.,40.0,3.3,2018,341 Cannon House Office Building,D,,30,Rep.,MA,,,Representative,2.0,1212.0,96.4,N00000153,N000015,"{'AgFood': '-0.020692307692307694', 'DefenseGlobal': '0.0434537037037037', 'EnergyTransport': '0.015477987421383644', 'Finance': '-0.016821705426356588', 'Health': '0.04652173913043481', 'LaborEmployment': '0.04845454545454546'}","{'Health': 762712, 'Finance, Insurance & Real Estate': 1307100, 'Defense & Global Relations': 83650, 'Agriculture, Food, & Consumer Goods': 49700, 'Labor/Employment': 156000, 'Energy & Transportation': 288060}"
298,0.363,412660,False,House,115,1955-07-10,4,Dan,M,False,Newhouse,2019-04-08 10:25:08 -0400,,,72.0,5.94,2018,1318 Longworth House Office Building,R,,4,Rep.,WA,,,Representative,0.0,1212.0,96.92,N00036403,N000189,"{'AgFood': '-0.0073076923076923145', 'DefenseGlobal': '-0.02025274725274726', 'EnergyTransport': '0.05088749999999999', 'Finance': '-0.07150847457627119', 'Health': '-0.04917460317460319', 'LaborEmployment': '0.0454'}","{'Health': 23580, 'Finance, Insurance & Real Estate': 222216, 'Defense & Global Relations': 41500, 'Agriculture, Food, & Consumer Goods': 251490, 'Labor/Employment': 73000, 'Energy & Transportation': 102620}"
299,0.398,412475,True,House,115,1971-11-30,At-Large,Kristi,F,False,Noem,2019-04-08 10:25:08 -0400,,,179.0,14.77,2018,2457 Rayburn House Office Building,R,,8,Rep.,SD,,,Representative,0.0,1212.0,96.5,N00032022,N000184,"{'AgFood': '-0.08073333333333332', 'DefenseGlobal': '0.06686666666666666', 'EnergyTransport': '0.06157758620689655', 'Finance': '-0.11897080291970805', 'Health': '-0.028712328767123287', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 100, 'Finance, Insurance & Real Estate': 7000, 'Defense & Global Relations': 1000, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 0, 'Energy & Transportation': 9250}"
300,-0.372,408211,False,House,115,1943-12-17,8,Rick,M,False,Nolan,2019-04-08 10:25:08 -0400,,,113.0,9.32,2018,2366 Rayburn House Office Building,D,,6,Rep.,MN,,,Representative,1.0,1212.0,93.42,N00021207,N000127,"{'AgFood': '-0.1026', 'DefenseGlobal': '0.08576666666666666', 'EnergyTransport': '0.02124117647058823', 'Finance': '-0.05052238805970147', 'Health': '0.0016923076923076963', 'LaborEmployment': '0.013624999999999996'}","{'Health': 6041, 'Finance, Insurance & Real Estate': 95672, 'Defense & Global Relations': 1034, 'Agriculture, Food, & Consumer Goods': 43096, 'Labor/Employment': 112918, 'Energy & Transportation': 37451}"
301,-0.426,412606,False,House,115,1958-12-13,1,Donald,M,False,Norcross,2019-04-08 10:25:08 -0400,,W.,17.0,1.4,2018,1531 Longworth House Office Building,D,,6,Rep.,NJ,,,Representative,2.0,1212.0,94.2,N00036154,N000188,"{'AgFood': '-0.013222222222222227', 'DefenseGlobal': '0.005390804597701148', 'EnergyTransport': '0.026962264150943396', 'Finance': '-0.007160714285714285', 'Health': '-0.02585714285714286', 'LaborEmployment': '0.1204'}","{'Health': 131455, 'Finance, Insurance & Real Estate': 841197, 'Defense & Global Relations': 89010, 'Agriculture, Food, & Consumer Goods': 43100, 'Labor/Employment': 304500, 'Energy & Transportation': 141716}"
302,0.693,412738,False,House,115,1953-06-20,5,Ralph,M,False,Norman,2019-04-08 10:25:08 -0400,,,24.0,2.71,2018,2350 Rayburn House Office Building,R,,2,Rep.,SC,,,Representative,0.0,887.0,94.89,N00027783,N000190,"{'AgFood': '0.01735714285714286', 'DefenseGlobal': '-0.08204545454545455', 'EnergyTransport': '0.03404347826086956', 'Finance': '-0.10635999999999997', 'Health': '-0.2851363636363637', 'LaborEmployment': '-0.1625'}","{'Health': 150328, 'Finance, Insurance & Real Estate': 388540, 'Defense & Global Relations': 2700, 'Agriculture, Food, & Consumer Goods': 57677, 'Labor/Employment': 3000, 'Energy & Transportation': 123550}"
304,0.447,400297,False,House,115,1973-10-01,22,Devin,M,False,Nunes,2019-04-08 10:25:08 -0400,,,27.0,2.23,2018,1013 Longworth House Office Building,R,,16,Rep.,CA,,,Representative,0.0,1212.0,97.63,N00007248,N000181,"{'AgFood': '-0.02652941176470588', 'DefenseGlobal': '0.04431092436974791', 'EnergyTransport': '0.03369166666666667', 'Finance': '-0.09198026315789475', 'Health': '-0.05427710843373493', 'LaborEmployment': '0.0215'}","{'Health': 413235, 'Finance, Insurance & Real Estate': 1291582, 'Defense & Global Relations': 106855, 'Agriculture, Food, & Consumer Goods': 805056, 'Labor/Employment': 1825, 'Energy & Transportation': 366831}"
305,-0.167,412682,False,House,115,1946-01-24,1,Tom,M,False,O'Halleran,2019-04-08 10:25:08 -0400,,,13.0,1.07,2018,126 Cannon House Office Building,D,,2,Rep.,AZ,,,Representative,0.0,1212.0,86.6,N00037515,O000171,"{'AgFood': '-0.047000000000000014', 'DefenseGlobal': '-0.07382142857142858', 'EnergyTransport': '-0.014100000000000001', 'Finance': '-0.08456', 'Health': '-0.17586842105263156', 'LaborEmployment': '0.1505'}","{'Health': 115687, 'Finance, Insurance & Real Estate': 631427, 'Defense & Global Relations': 38403, 'Agriculture, Food, & Consumer Goods': 81884, 'Labor/Employment': 205375, 'Energy & Transportation': 91803}"
306,-0.304,412575,False,House,115,1972-09-26,16,Beto,M,False,O'Rourke,2019-04-08 10:25:08 -0400,,,50.0,4.13,2018,1330 Longworth House Office Building,D,,6,Rep.,TX,,,Representative,0.0,1212.0,92.48,N00033540,O000170,"{'AgFood': '-0.06225', 'DefenseGlobal': '0.054734042553191475', 'EnergyTransport': '0.02076969696969695', 'Finance': '-0.04394326241134749', 'Health': '-0.010618421052631567', 'LaborEmployment': '-0.036333333333333336'}","{'Health': 2843259, 'Finance, Insurance & Real Estate': 8591697, 'Defense & Global Relations': 138344, 'Agriculture, Food, & Consumer Goods': 419869, 'Labor/Employment': 35271, 'Energy & Transportation': 1185570}"
307,0.539,412302,False,House,115,1962-12-09,22,Pete,M,False,Olson,2019-04-08 10:25:08 -0400,,,44.0,3.63,2018,2133 Rayburn House Office Building,R,,10,Rep.,TX,,,Representative,0.0,1212.0,99.05,N00029285,O000168,"{'AgFood': '-0.006394736842105285', 'DefenseGlobal': '0.025199999999999986', 'EnergyTransport': '0.07177205882352938', 'Finance': '-0.0893888888888889', 'Health': '-0.04725301204819276', 'LaborEmployment': '0.0215'}","{'Health': 198650, 'Finance, Insurance & Real Estate': 354411, 'Defense & Global Relations': 31000, 'Agriculture, Food, & Consumer Goods': 31384, 'Labor/Employment': 2500, 'Energy & Transportation': 403178}"
308,0.492,412443,False,House,115,1970-02-21,4,Steven,M,False,Palazzo,2019-04-08 10:25:08 -0400,,,70.0,5.78,2018,2349 Rayburn House Office Building,R,,8,Rep.,MS,,,Representative,0.0,1212.0,96.31,N00031958,P000601,"{'AgFood': '0.027342105263157886', 'DefenseGlobal': '0.03281981981981981', 'EnergyTransport': '0.044357723577235754', 'Finance': '-0.09613475177304968', 'Health': '-0.05776744186046512', 'LaborEmployment': '0.06394117647058824'}","{'Health': 15950, 'Finance, Insurance & Real Estate': 230458, 'Defense & Global Relations': 108450, 'Agriculture, Food, & Consumer Goods': 76450, 'Labor/Employment': 2000, 'Energy & Transportation': 146530}"
309,-0.404,400308,False,House,115,1951-10-30,6,Frank,M,False,Pallone,2019-04-08 10:25:08 -0400,,,1.0,0.08,2018,237 Cannon House Office Building,D,,32,Rep.,NJ,,,Representative,1.0,1212.0,94.78,N00000781,P000034,"{'AgFood': '-0.07492000000000001', 'DefenseGlobal': '0.04947747747747749', 'EnergyTransport': '0.024987878787878757', 'Finance': '0.0018421052631578867', 'Health': '0.04070149253731345', 'LaborEmployment': '0.04845454545454546'}","{'Health': 829905, 'Finance, Insurance & Real Estate': 507480, 'Defense & Global Relations': 17500, 'Agriculture, Food, & Consumer Goods': 56600, 'Labor/Employment': 219525, 'Energy & Transportation': 276269}"
310,0.779,412608,False,House,115,1954-05-14,6,Gary,M,False,Palmer,2019-04-08 10:25:08 -0400,,,16.0,1.32,2018,330 Cannon House Office Building,R,,4,Rep.,AL,,,Representative,0.0,1212.0,95.38,N00035691,P000609,"{'AgFood': '0.014111111111111109', 'DefenseGlobal': '-0.04440697674418605', 'EnergyTransport': '0.08173626373626372', 'Finance': '-0.09610526315789475', 'Health': '-0.08888888888888888', 'LaborEmployment': '0.004428571428571429'}","{'Health': 54067, 'Finance, Insurance & Real Estate': 507001, 'Defense & Global Relations': 9000, 'Agriculture, Food, & Consumer Goods': 118486, 'Labor/Employment': 1000, 'Energy & Transportation': 75750}"
311,-0.307,412685,False,House,115,1969-10-01,20,Jimmy,M,False,Panetta,2019-04-08 10:25:08 -0400,,,3.0,0.25,2018,228 Cannon House Office Building,D,,2,Rep.,CA,,,Representative,0.0,1212.0,93.6,N00038601,P000613,"{'AgFood': '-0.04880000000000001', 'DefenseGlobal': '-0.06407407407407407', 'EnergyTransport': '-0.01647222222222222', 'Finance': '-0.04569696969696968', 'Health': '-0.16137142857142855', 'LaborEmployment': '0.1505'}","{'Health': 43400, 'Finance, Insurance & Real Estate': 269050, 'Defense & Global Relations': 52250, 'Agriculture, Food, & Consumer Goods': 233700, 'Labor/Employment': 92250, 'Energy & Transportation': 89951}"
312,-0.367,400309,False,House,115,1937-01-25,9,Bill,M,False,Pascrell,2019-04-08 10:25:08 -0400,,,32.0,2.64,2018,2370 Rayburn House Office Building,D,,22,Rep.,NJ,,Jr.,Representative,1.0,1212.0,95.49,N00000751,P000096,"{'AgFood': '-0.027935483870967746', 'DefenseGlobal': '0.05292523364485981', 'EnergyTransport': '0.02059259259259259', 'Finance': '-0.014395522388059703', 'Health': '0.010060606060606058', 'LaborEmployment': '0.04845454545454546'}","{'Health': 284100, 'Finance, Insurance & Real Estate': 560583, 'Defense & Global Relations': 30000, 'Agriculture, Food, & Consumer Goods': 32750, 'Labor/Employment': 237610, 'Energy & Transportation': 111195}"
313,0.402,412303,False,House,115,1965-05-14,3,Erik,M,False,Paulsen,2019-04-08 10:25:08 -0400,,,14.0,1.16,2018,127 Cannon House Office Building,R,,10,Rep.,MN,,,Representative,0.0,1212.0,91.28,N00029391,P000594,"{'AgFood': '-0.05257142857142857', 'DefenseGlobal': '0.043281818181818185', 'EnergyTransport': '0.031022556390977427', 'Finance': '-0.09327516778523492', 'Health': '-0.047654320987654326', 'LaborEmployment': '-0.0041764705882352945'}","{'Health': 699478, 'Finance, Insurance & Real Estate': 1683225, 'Defense & Global Relations': 64450, 'Agriculture, Food, & Consumer Goods': 284490, 'Labor/Employment': 8000, 'Energy & Transportation': 456535}"
314,-0.517,412506,False,House,115,1958-12-17,10,Donald,M,False,Payne,2019-04-08 10:25:08 -0400,,M.,99.0,8.17,2018,132 Cannon House Office Building,D,,8,Rep.,NJ,,Jr.,Representative,3.0,1212.0,95.22,N00034639,P000604,"{'AgFood': '-0.11548275862068963', 'DefenseGlobal': '0.06645454545454545', 'EnergyTransport': '0.03209929078014182', 'Finance': '-0.014626984126984117', 'Health': '0.02462711864406779', 'LaborEmployment': '0.0533'}","{'Health': 46250, 'Finance, Insurance & Real Estate': 77321, 'Defense & Global Relations': 2000, 'Agriculture, Food, & Consumer Goods': 12500, 'Labor/Employment': 149850, 'Energy & Transportation': 86999}"
315,0.472,400313,False,House,115,1947-08-24,2,Steve,M,False,Pearce,2019-04-08 10:25:08 -0400,,,82.0,6.77,2018,2432 Rayburn House Office Building,R,,8,Rep.,NM,,,Representative,0.0,1212.0,93.16,N00012672,P000588,"{'AgFood': '-0.023448275862068955', 'DefenseGlobal': '0.03462499999999998', 'EnergyTransport': '0.04589312977099236', 'Finance': '-0.1146074074074074', 'Health': '-0.06127710843373494', 'LaborEmployment': '0.014375'}","{'Health': 0, 'Finance, Insurance & Real Estate': 0, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 0, 'Energy & Transportation': 4000}"
316,-0.49,400314,False,House,115,1940-03-26,12,Nancy,F,False,Pelosi,2019-04-08 10:25:08 -0400,Minority Leader,,128.0,10.56,2018,233 Cannon House Office Building,D,,30,Rep.,CA,,,Representative,1.0,1212.0,95.37,N00007360,P000197,"{'AgFood': '-0.17273076923076922', 'DefenseGlobal': '0.05109677419354838', 'EnergyTransport': '0.023599999999999975', 'Finance': '-0.005266666666666675', 'Health': '0.02639062500000002', 'LaborEmployment': '0.005285714285714287'}","{'Health': 458513, 'Finance, Insurance & Real Estate': 623558, 'Defense & Global Relations': 45696, 'Agriculture, Food, & Consumer Goods': 24042, 'Labor/Employment': 259259, 'Energy & Transportation': 85239}"
317,-0.281,412192,False,House,115,1953-05-01,7,Ed,M,False,Perlmutter,2019-04-08 10:25:08 -0400,,,56.0,4.62,2018,1410 Longworth House Office Building,D,,12,Rep.,CO,,,Representative,2.0,1212.0,93.14,N00027510,P000593,"{'AgFood': '-0.11039285714285711', 'DefenseGlobal': '0.045283018867924525', 'EnergyTransport': '0.018953947368421046', 'Finance': '-0.055244897959183664', 'Health': '-0.012436619718309862', 'LaborEmployment': '0.10766666666666666'}","{'Health': 56907, 'Finance, Insurance & Real Estate': 785215, 'Defense & Global Relations': 51200, 'Agriculture, Food, & Consumer Goods': 51860, 'Labor/Employment': 138050, 'Energy & Transportation': 48181}"
318,0.665,412569,False,House,115,1962-05-27,4,Scott,M,False,Perry,2019-04-08 10:25:08 -0400,,,21.0,1.73,2018,1207 Longworth House Office Building,R,,6,Rep.,PA,,,Representative,0.0,1212.0,91.23,N00034120,P000605,"{'AgFood': '0.04210526315789475', 'DefenseGlobal': '0.042706422018348615', 'EnergyTransport': '0.0592846715328467', 'Finance': '-0.1041736111111111', 'Health': '-0.052835443037974675', 'LaborEmployment': '0.0215'}","{'Health': 35620, 'Finance, Insurance & Real Estate': 200850, 'Defense & Global Relations': 11270, 'Agriculture, Food, & Consumer Goods': 33950, 'Labor/Employment': 7000, 'Energy & Transportation': 191549}"
319,-0.177,412523,False,House,115,1958-06-17,52,Scott,M,False,Peters,2019-04-08 10:25:08 -0400,,,21.0,1.73,2018,1122 Longworth House Office Building,D,,6,Rep.,CA,,,Representative,2.0,1212.0,88.28,N00033591,P000608,"{'AgFood': '-0.05108823529411766', 'DefenseGlobal': '0.0445304347826087', 'EnergyTransport': '0.013100591715976339', 'Finance': '-0.07066666666666667', 'Health': '-0.020817073170731688', 'LaborEmployment': '0.04323076923076923'}","{'Health': 426156, 'Finance, Insurance & Real Estate': 615808, 'Defense & Global Relations': 101414, 'Agriculture, Food, & Consumer Goods': 28870, 'Labor/Employment': 69730, 'Energy & Transportation': 179372}"
320,-0.148,400316,False,House,115,1944-06-29,7,Collin,M,False,Peterson,2019-04-08 10:25:08 -0400,,C.,57.0,4.7,2018,2204 Rayburn House Office Building,D,,28,Rep.,MN,,,Representative,0.0,1212.0,75.65,N00004558,P000258,"{'AgFood': '-0.04936363636363638', 'DefenseGlobal': '0.036923728813559306', 'EnergyTransport': '0.018188679245283012', 'Finance': '-0.08652325581395355', 'Health': '-0.03884090909090908', 'LaborEmployment': '0.018214285714285714'}","{'Health': 34558, 'Finance, Insurance & Real Estate': 240740, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 568625, 'Labor/Employment': 88500, 'Energy & Transportation': 121701}"
321,-0.421,412307,False,House,115,1955-04-02,1,Chellie,F,False,Pingree,2019-04-08 10:25:08 -0400,,,41.0,3.38,2018,2162 Rayburn House Office Building,D,,10,Rep.,ME,,,Representative,3.0,1212.0,95.37,N00013817,P000597,"{'AgFood': '-0.12153571428571427', 'DefenseGlobal': '0.055905660377358495', 'EnergyTransport': '0.03286163522012575', 'Finance': '-0.0058518518518518615', 'Health': '0.036176470588235296', 'LaborEmployment': '0.04845454545454546'}","{'Health': 18024, 'Finance, Insurance & Real Estate': 102158, 'Defense & Global Relations': 20800, 'Agriculture, Food, & Consumer Goods': 29761, 'Labor/Employment': 125800, 'Energy & Transportation': 12008}"
322,0.561,412551,False,House,115,1948-08-15,9,Robert,M,False,Pittenger,2019-04-08 10:25:08 -0400,,,92.0,7.59,2018,224 Cannon House Office Building,R,,6,Rep.,NC,,,Representative,0.0,1212.0,95.34,N00034416,P000606,"{'AgFood': '0.024270270270270258', 'DefenseGlobal': '0.03639999999999998', 'EnergyTransport': '0.07902222222222223', 'Finance': '-0.10079856115107917', 'Health': '-0.05690789473684211', 'LaborEmployment': '-0.01747058823529412'}","{'Health': 77000, 'Finance, Insurance & Real Estate': 503078, 'Defense & Global Relations': 7750, 'Agriculture, Food, & Consumer Goods': 38137, 'Labor/Employment': 3000, 'Energy & Transportation': 93890}"
